Names;Email;Phones
Якутский республиканский профсоюз работников лесных отраслей;;+7 (4112) 50‒74‒09
Коллекционеры Республики Саха (Якутия), региональная общественная организация;;+7‒914‒2‒70‒31‒77
Союз детских общественных объединений Республики Саха (Якутия), общественная организация;;+7 (4112) 42‒03‒79
Профсоюзный комитет работников СВФУ им. М.К. Аммосова;;+7 (4112) 36‒08‒25
ОПОРА РОССИИ, Общероссийская общественная организация малого и среднего предпринимательства;;+7 (4112) 32‒01‒90, +7‒924‒661‒18‒15
Добрые дела, потребительское общество;;+7‒984‒119‒07‒04, +7‒924‒590‒92‒51, +7 (4112) 25‒87‒78
Профсоюз работников строительства и промышленности строительных материалов РФ, Якутская республиканская организация;;+7 (4112) 40‒35‒08, +7 (4112) 40‒35‒07
Всероссийский Электропрофсоюз, Якутская республиканская общественная организация;;+7 (4112) 49‒72‒80
Детское развитие, Якутская республиканская общественная организация;;+7 (4112) 24‒09‒69
Ассоциация ветеринарных специалистов, общественная организация;;+7 (4112) 32‒53‒22, +7 (4112) 32‒53‒05
Урожай, АНО, республиканская физкультурно-спортивная организация;;+7 (4112) 34‒04‒44
Союз садоводов России, общероссийская общественная организация;;+7 (4112) 42‒41‒80
Профсоюз работников автомобильного транспорта и дорожного хозяйства РФ, Якутская республиканская организация;;+7‒914‒2‒702‒567
Союз театральных деятелей, общественная организация;;+7 (4112) 34‒25‒94
Российские Студенческие Отряды, Якутское региональное отделение молодежной общероссийской общественной организации;;+7‒984‒106‒57‒12
От сердца к сердцу, семейный клуб;;+7‒914‒678‒42‒80
Союз композиторов, общественная организация;;
Союз дизайнеров;;+7‒924‒174‒13‒97
Центр дизайна и ремонта, Якутская региональная некоммерческая общественная организация;;+7‒964‒416‒66‒64, +7‒984‒107‒25‒17, +7‒914‒2‒74‒76‒76
Объединенная гидрометеорологическая станция Якутск;;+7 (4112) 35‒41‒75
Якутское управление по гидрометеорологии и мониторингу окружающей среды, ФГБУ;;+7 (4112) 35‒35‒49, +7 (4112) 36‒02‒98
Департамент по лесным отношениям Республики Саха (Якутия);;+7 (4112) 50‒74‒09, +7 (4112) 42‒41‒50
Якутская база авиационной охраны лесов;;+7 (4112) 44‒74‒76, +7 (4112) 44‒77‒26, +7 (4112) 44‒76‒66
Якутский комитет охраны природы, Министерство охраны природы Республики Саха (Якутия);;+7 (4112) 43‒66‒19, +7 (4112) 43‒66‒21
Управление по охране и регулированию объектов животного мира и среды их обитания;;+7 (4112) 42‒12‒17
Якутское лесничество, ГКУ;;+7 (4112) 44‒71‒19, +7 (4112) 44‒71‒14
Центр ресурсного обеспечения Министерства охраны природы Республики Саха (Якутия), ГКУ;;+7 (4112) 42‒38‒48
Республиканский информационно-аналитический центр экологического мониторинга;;+7 (4112) 43‒62‒77, +7 (4112) 43‒65‒12
Центр лабораторного анализа и технических измерений, филиал в г. Якутске;;+7 (4112) 21‒96‒01, +7 (4112) 21‒96‒02, +7 (4112) 21‒96‒03
Служба земледелия Республики Саха (Якутия), ГБУ;;+7 (4112) 36‒21‒35, +7 (4112) 35‒34‒96, +7 (4112) 36‒50‒61
СахаЭкоСтандарт, ООО;;+7‒914‒230‒10‒15
Мегино-Кангаласское лесничество, ГКУ;;+7 (41143) 47‒421
Коммунистическая партия РФ, Якутское республиканское отделение;;+7 (4112) 36‒49‒97, +7 (4112) 36‒38‒77, +7 (4112) 36‒61‒51
Единая Россия, Всероссийская политическая партия;;+7 (4112) 42‒49‒86, +7 (4112) 42‒14‒21
Либерально-демократическая партия России, Якутское региональное отделение;;+7 (4112) 32‒03‒19
Справедливая Россия, политическая партия;;+7 (4112) 42‒05‒07
Гражданская Платформа, политическая партия;;+7‒914‒297‒97‒51
Партия РОСТА, Всероссийская политическая партия;;+7 (4112) 40‒16‒82, +7‒996‒316‒75‒44, +7‒914‒227‒50‒07
Байанай, журнал;;+7 (4112) 35‒56‒86
Международный аэропорт Якутск, журнал;;+7 (4112) 49‒10‒35
В Якутске ВЫБОР ЕСТЬ!, журнал;;+7 (4112) 31‒74‒70, +7‒914‒275‒38‒38
Полярная Звезда, литературно-художественный и общественно-политический журнал;;+7 (4112) 42‒21‒96
Вестник СВФУ, научный журнал;;+7 (4112) 42‒28‒75
Домострой. Якутия, каталог-справочник;;+7‒924‒599‒61‒62, +7 (4112) 45‒21‒75, +7 (4112) 45‒21‒71, +7 (4112) 45‒21‒70
Чуораанчык, детский иллюстрированный журнал;;+7 (4112) 34‒29‒82
Хатан, детско-юношеский журнал;;+7 (4112) 34‒47‒40, +7 (4112) 42‒21‒08
Далбар хотун, общественно-политический журнал для женщин и семейного чтения;;+7 (4112) 42‒00‒64
Свадебный Якутск, журнал для молодоженов;;+7‒924‒170‒70‒80
Байдам, журнал о развитии малого и среднего предпринимательства на селе;;+7 (4112) 34‒47‒40, +7 (4112) 42‒21‒08
Чолбон, литературно-художественный и общественно-политический журнал;;+7 (4112) 42‒49‒41, +7 (4112) 42‒33‒97
Колокольчик, республиканский журнал для детей;;+7 (4112) 34‒29‒82
YAKUTIA TODAY, журнал;;+7 (4112) 36‒49‒22, +7 (4112) 34‒36‒13, +7 (4112) 42‒59‒47
Профориентация.Якутия, журнал;;+7 (4112) 240‒640
Курулгэн, литературный журнал;;+7 (4112) 42‒59‒47, +7 (4112) 42‒21‒08, +7 (4112) 34‒36‒13, +7 (4112) 34‒47‒40
